call_id,call_ts,caller_lat,caller_lon,location_text,category,jurisdiction,response_ts,response_outcome,response_time_min,is_festival
75385f6c-46f4-4742-a0f5-6b0ed71b25b9,2025-06-07 20:00:00,15.491472,73.846062,Panaji - near landmark 101,crime,Panaji,2025-06-07 20:03:00,resolved,4.0,0
d66ec12b-f056-4318-9fc0-e89828125490,2025-02-09 07:34:16,15.260637,74.013636,Margao - near landmark 8,other,Margao,2025-02-09 07:46:16,escalated,12.0,1
4aa38e2c-60b0-4168-acd1-179b62c00087,2025-08-05 20:26:00,15.164371,74.15713,Quepem - near landmark 153,crime,Quepem,2025-08-05 20:29:00,no_response,1.0,0
e554f746-eff5-47fd-b905-5e5df5a2b7d4,2025-01-23 04:14:13,15.693079,73.957661,Valpoi - near landmark 84,women_safety,Valpoi,,resolved,,0
b41f309e-682d-42ea-bf99-ccc4a60fb06d,2025-06-28 08:15:04,15.688706,74.030189,Valpoi - near landmark 165,crime,Valpoi,2025-06-28 08:30:04,escalated,17.0,0
5b23977c-cece-450d-9dc0-6b91bbb3c07e,2025-01-05 18:04:41,15.231117,73.972445,Margao - near landmark 24,accident,Margao,2025-01-05 18:18:41,no_response,10.0,0
869e96ae-7c62-4ce5-ac34-27180c1dd5b4,2025-02-19 19:23:10,14.945086,74.001454,Canacona - near landmark 42,women_safety,Canacona,2025-02-19 19:31:10,resolved,7.0,0
763a846e-84d9-48d9-b5ea-3d510911d2bc,2025-02-20 23:21:37,15.392541,73.854056,Vasco - near landmark 111,crime,Vasco,2025-02-20 23:41:37,resolved,15.0,0
6f861b8d-1f25-4d43-a2ea-6995a7d988b0,2025-09-10 23:37:13,15.712768,74.001717,Valpoi - near landmark 95,accident,Valpoi,2025-09-10 23:49:13,resolved,13.0,0
f80db246-2f38-49a5-92be-a63137190b7d,2025-03-26 09:22:22,14.965591,73.991627,Canacona - near landmark 24,crime,Canacona,2025-03-26 09:27:22,escalated,1.0,0
32fa87c6-92b6-462f-bafa-3f82d7c8bc38,2025-07-29 04:46:15,15.422039,73.815172,Vasco - near landmark 24,women_safety,Vasco,2025-07-29 05:01:15,escalated,11.0,0
ee6d15af-9710-4c89-8900-74593e2e26ca,2024-10-02 22:39:57,15.167764,74.063381,Quepem - near landmark 127,crime,Quepem,2024-10-02 22:40:57,resolved,1.0,0
fdbe678c-1a20-49fe-a0f7-5bff9c2b93fb,2025-05-26 14:20:00,15.4277,74.032738,Ponda - near landmark 123,other,Ponda,2025-05-26 14:21:00,resolved,2.0,0
bb5e403a-51a4-4d9a-ad7e-5ec59bf7ee88,2025-01-11 19:37:25,15.414155,74.010299,Ponda - near landmark 76,crime,Ponda,2025-01-11 19:44:25,resolved,3.0,0
7ef13295-d0fe-4153-becb-ead4d15727b7,2025-04-26 18:53:32,15.462278,73.85047,Panaji - near landmark 106,medical,Panaji,2025-04-26 19:01:32,resolved,4.0,0
c2eb92ca-0838-46ef-9419-212a60e7503c,2024-10-23 22:24:49,15.742599,73.980792,Valpoi - near landmark 66,women_safety,Valpoi,2024-10-23 22:33:49,resolved,6.0,0
6aa8790c-b05d-480d-9420-50877392bf5d,2025-07-12 18:03:45,15.273432,73.992381,Margao - near landmark 46,accident,Margao,2025-07-12 18:27:45,resolved,19.0,0
28a5b3c5-9642-4a90-829a-190c16d03697,2025-07-19 21:27:25,15.459811,73.821696,Panaji - near landmark 81,other,Panaji,2025-07-19 21:30:25,pending,1.0,0
97e0e0e9-8d74-4da9-b940-ef34c496165e,2025-05-03 06:56:03,15.182833,74.05758,Quepem - near landmark 88,fire,Quepem,2025-05-03 07:03:03,escalated,5.0,0
6fc31baf-4b8a-43e4-8e21-b008c87e372f,2025-09-08 19:10:44,15.3889,73.824243,Vasco - near landmark 192,women_safety,Vasco,2025-09-08 19:12:44,resolved,3.0,0
3b779e0e-a303-4078-a992-f47bc25a0cd6,2024-12-26 22:46:17,15.299464,73.958004,Margao - near landmark 2,accident,Margao,2024-12-26 23:05:17,resolved,21.0,0
39680184-f9ae-4566-b788-6c76c43f42d6,2025-02-17 19:48:20,15.176431,74.14957,Quepem - near landmark 169,women_safety,Quepem,2025-02-17 20:07:20,no_response,15.0,0
7f0d47fb-7e28-496c-b42b-48ae8902a1ad,2025-05-08 23:45:11,15.434985,73.940571,Ponda - near landmark 177,other,Ponda,2025-05-09 00:11:11,resolved,23.0,0
039bc40f-6fc0-481d-a9ca-bcfd55466008,2025-06-05 22:03:21,14.961356,74.015466,Canacona - near landmark 33,fire,Canacona,2025-06-05 22:16:21,resolved,14.0,0
de6c66b1-f667-4fcc-b50d-fcc5c6512953,2024-11-08 18:06:31,15.454642,73.840726,Panaji - near landmark 7,crime,Panaji,2024-11-08 18:08:31,resolved,1.0,1
fb2e786e-732e-41bf-961a-299c5b393684,2025-05-27 19:21:43,14.916869,74.074984,Canacona - near landmark 23,medical,Canacona,2025-05-27 19:31:43,resolved,9.0,0
4e7ebab4-a367-45f2-8a0e-7a1e1fa69e85,2025-01-12 02:30:48,15.417262,73.825462,Vasco - near landmark 30,other,Vasco,2025-01-12 02:29:48,pending,1.0,0
9ec6ab49-2162-40c9-86a8-dfbc097d3547,2024-11-20 17:58:15,15.176391,74.141853,Quepem - near landmark 121,accident,Quepem,,resolved,,1
85eef4c0-5f81-4760-917d-8546755ad464,2025-03-10 19:33:03,15.596973,73.845787,Mapusa - near landmark 14,other,Mapusa,2025-03-10 19:46:03,resolved,9.0,0
824e7845-8a5d-4cea-8fca-ddf94d4b026f,2024-10-27 02:38:56,15.001828,74.034763,Canacona - near landmark 127,accident,Canacona,,resolved,,0
4e762e0b-03be-42f9-b5d5-33040182f00d,2025-05-06 15:22:57,15.407222,74.027237,Ponda - near landmark 125,accident,Ponda,2025-05-06 15:39:57,resolved,13.0,0
25c93a3d-bccb-4487-815a-00ce3fbf1c9d,2025-04-04 14:34:39,15.710622,74.003154,Valpoi - near landmark 60,accident,Valpoi,2025-04-04 14:42:39,resolved,3.0,0
9969a8ae-acf3-4ea2-a5fd-c5e8c7916ce3,2025-06-21 18:25:26,15.008572,74.060559,Canacona - near landmark 69,accident,Canacona,2025-06-21 18:32:26,resolved,8.0,0
7aff6b71-8e5d-4011-b156-c59a4a8abd69,2025-08-29 23:58:27,15.229662,74.094125,Quepem - near landmark 115,women_safety,Quepem,2025-08-30 00:11:27,resolved,10.0,0
10916265-5023-4f8e-9607-e9fffe0651a5,2024-09-25 23:41:24,15.639128,73.820931,Mapusa - near landmark 60,women_safety,Mapusa,2024-09-25 23:50:24,resolved,4.0,0
df98f4ad-b499-4693-964b-0a9e3d505512,2025-05-03 11:07:54,15.700676,73.986698,Bicholim - near landmark 34,accident,Bicholim,2025-05-03 11:15:54,resolved,3.0,0
7b0b4a06-880b-411f-9471-92102a1bb1b2,2025-08-26 23:31:41,15.004586,74.088076,Canacona - near landmark 173,medical,Canacona,,resolved,,0
72af234c-7fa9-44d5-b74e-13d55da39ae1,2025-02-04 03:34:50,15.369517,73.832699,Vasco - near landmark 177,other,Vasco,2025-02-04 04:09:50,resolved,33.0,0
b4393442-7df2-4fd5-aa94-d72632ce7b73,2025-06-03 07:10:20,15.376518,73.818593,Vasco - near landmark 26,other,Vasco,2025-06-03 07:16:20,resolved,1.0,0
af3dfd86-67b9-4ac3-bc9d-1dff4136252f,2025-07-22 09:32:53,15.190024,74.139853,Quepem - near landmark 143,women_safety,Quepem,2025-07-22 09:41:53,resolved,8.0,0
da47740f-3a54-4559-98b1-61381ab36356,2024-10-05 12:17:13,15.642088,73.937545,Bicholim - near landmark 174,medical,Bicholim,2024-10-05 12:30:13,pending,10.0,1
ec5a74ad-3b13-45f3-81bb-d6243b321c71,2025-08-04 18:47:47,15.209594,73.998054,Curchorem - near landmark 87,crime,Curchorem,2025-08-04 18:47:47,resolved,1.0,0
86fc7a28-2934-4105-8796-bef9eecfeaac,2025-05-15 22:51:33,15.599842,73.823202,Mapusa - near landmark 91,medical,Mapusa,2025-05-15 22:55:33,resolved,1.0,0
e777a5f1-7705-44a1-8876-a4db12926fb3,2025-07-13 22:50:24,15.363455,74.01257,Ponda - near landmark 181,women_safety,Ponda,2025-07-13 23:02:24,resolved,13.0,0
ecc265b2-8fef-49df-9f34-ead02e53880e,2024-10-06 19:43:22,15.251985,74.151625,Quepem - near landmark 28,accident,Quepem,2024-10-06 19:44:22,resolved,2.0,0
aabfad6e-789c-4ac4-b07b-45f7cbc31987,2025-05-12 00:09:35,15.323484,74.00931,Margao - near landmark 130,accident,Margao,2025-05-12 00:16:35,resolved,9.0,0
4ea961b1-812c-4802-8048-7650d76b5bad,2024-10-28 18:15:29,15.615154,73.886348,Mapusa - near landmark 187,medical,Mapusa,2024-10-28 18:16:29,resolved,1.0,1
4cf3a03b-c322-46e1-aa50-0dae2e954138,2025-03-07 17:00:02,15.203183,74.1083,Quepem - near landmark 40,crime,Quepem,2025-03-07 17:00:02,resolved,1.0,0
539193d9-2e69-45ad-87fb-a67620556023,2025-01-25 04:31:25,15.308506,73.956684,Margao - near landmark 107,medical,Margao,2025-01-25 04:47:25,escalated,11.0,0
528c8773-613c-4b3c-bdc9-9a85563073f6,2025-07-12 23:23:56,15.561971,73.841243,Mapusa - near landmark 88,women_safety,Mapusa,2025-07-12 23:36:56,resolved,8.0,0
a4edfee7-3ce0-4eeb-8e82-4ec4f0e09771,2025-01-06 14:32:11,15.275468,73.994258,Margao - near landmark 93,accident,Margao,2025-01-06 14:44:11,resolved,8.0,0
df7033e8-a328-4188-92fa-eea01af8f41e,2025-05-19 16:33:55,15.393648,73.81072,Vasco - near landmark 59,accident,Vasco,2025-05-19 16:44:55,resolved,7.0,0
4b925a23-3760-42f8-a3fe-e8d1e713f23f,2024-11-09 19:57:21,14.987914,73.998801,Canacona - near landmark 133,women_safety,Canacona,2024-11-09 20:12:21,resolved,10.0,0
05843b48-a294-48fd-a789-e091f1bece68,2025-02-04 17:44:13,15.200734,74.145174,Quepem - near landmark 184,medical,Quepem,2025-02-04 17:50:13,resolved,8.0,0
a46d92c7-9cbd-4078-908f-ce4532f9c6bf,2024-10-14 20:17:57,14.968598,74.031542,Canacona - near landmark 43,medical,Canacona,,resolved,,0
06061c30-8a3c-4550-a0ca-213fdaaa78ae,2025-02-16 23:15:46,15.461241,73.790263,Vasco - near landmark 162,medical,Vasco,2025-02-16 23:17:46,pending,4.0,0
117f2278-3dd5-4161-91e2-8376eacea19c,2025-07-24 13:38:05,15.217686,73.943009,Curchorem - near landmark 108,accident,Curchorem,,resolved,,0
c9e0f54a-4548-4074-b882-a1e56d96fb76,2025-02-20 08:41:36,15.183173,74.075045,Curchorem - near landmark 89,women_safety,Curchorem,2025-02-20 08:59:36,resolved,15.0,1
8186de73-42f1-45a0-b319-8f8f79a9ff04,2025-01-03 21:30:03,15.763367,74.019072,Valpoi - near landmark 115,accident,Valpoi,2025-01-03 21:51:03,resolved,17.0,0
1bbab399-d220-4c96-949d-56630669995b,2025-05-25 22:08:45,15.763308,74.021669,Valpoi - near landmark 179,accident,Valpoi,2025-05-25 22:17:45,resolved,4.0,0
abdc0d43-66b0-45ed-843d-75fa1b96fe4c,2025-01-29 07:43:28,14.989964,74.027221,Canacona - near landmark 22,crime,Canacona,2025-01-29 07:46:28,resolved,1.0,0
5602ef0c-d9a5-4d06-a201-759d4b97a119,2024-10-01 14:20:33,15.003518,74.048498,Canacona - near landmark 134,crime,Canacona,2024-10-01 14:31:33,resolved,11.0,0
208f6eca-8573-424c-9e75-74648e934151,2025-01-05 22:09:18,15.223763,74.102922,Curchorem - near landmark 194,women_safety,Curchorem,2025-01-05 22:19:18,resolved,7.0,0
8ad61774-7475-4cd4-baed-81b4e3f02ec2,2025-05-22 18:46:26,15.161831,74.028603,Curchorem - near landmark 199,fire,Curchorem,2025-05-22 18:48:26,pending,1.0,0
88c398e3-0c78-4ca3-8543-8c6c0841f0d2,2025-01-13 06:42:04,15.205082,73.999464,Curchorem - near landmark 96,women_safety,Curchorem,2025-01-13 06:44:04,resolved,4.0,0
174500dd-55d7-4cbc-a468-ac7078d909ff,2024-12-27 02:51:40,15.633074,73.891779,Bicholim - near landmark 115,accident,Bicholim,2024-12-27 02:56:40,resolved,6.0,0
406f1e2d-ac4a-4a0a-9e11-eb77cf95d701,2025-01-10 22:57:15,15.533613,73.829851,Panaji - near landmark 191,crime,Panaji,2025-01-10 22:59:15,resolved,1.0,0
a03589e4-e117-4277-bbb8-140d215fd730,2025-05-01 02:36:10,15.252731,74.043719,Curchorem - near landmark 90,other,Curchorem,2025-05-01 02:40:10,resolved,3.0,0
c2c7e2d7-0ab9-4572-8313-894c54ace50e,2025-01-11 23:31:00,15.721703,74.019851,Valpoi - near landmark 134,crime,Valpoi,2025-01-11 23:51:00,resolved,16.0,0
5b6814ad-400d-4f71-8026-8182ccd87ad2,2025-06-30 20:52:07,15.203151,74.009884,Curchorem - near landmark 117,accident,Curchorem,2025-06-30 21:21:07,escalated,26.0,0
4b45ac5e-91fc-4bed-8fb1-7d6b51c288f1,2024-10-25 21:04:06,14.966139,74.003796,Canacona - near landmark 109,medical,Canacona,2024-10-25 21:19:06,escalated,17.0,0
b8c58ccd-04db-44ab-a892-07d96c09892c,2025-03-21 18:45:21,15.65261,73.905516,Bicholim - near landmark 151,accident,Bicholim,2025-03-21 18:58:21,escalated,9.0,0
d5addddd-c3a2-4076-86a4-4cef7052c8e3,2025-07-16 16:55:41,15.39353,74.023937,Ponda - near landmark 113,fire,Ponda,2025-07-16 17:02:41,escalated,3.0,0
4ec26830-f9a9-483a-8db6-e8cc1f99351b,2025-06-11 19:52:02,15.204415,74.108747,Quepem - near landmark 42,accident,Quepem,2025-06-11 19:58:02,resolved,2.0,0
4add9465-a3c1-425e-80e8-3804c2aa008f,2024-11-12 07:09:34,15.193092,74.103584,Quepem - near landmark 181,accident,Quepem,2024-11-12 07:30:34,resolved,21.0,0
f93f29c1-1b60-4f7e-a1e2-45df772e8d25,2025-04-10 19:42:29,15.177461,74.080156,Quepem - near landmark 144,women_safety,Quepem,2025-04-10 19:43:29,no_response,1.0,0
07dc94bb-f6aa-410a-ae7d-6f665ec095cd,2025-02-07 16:10:47,15.254706,73.958754,Margao - near landmark 29,accident,Margao,2025-02-07 16:22:47,escalated,8.0,1
ec981e11-3697-46b2-8661-032f08251231,2025-04-27 22:59:21,15.381478,73.812066,Vasco - near landmark 96,medical,Vasco,2025-04-27 23:14:21,resolved,13.0,0
f9671afa-a12d-40c1-9e9b-4a16f41adaa1,2025-01-13 18:20:39,15.457199,73.830651,Vasco - near landmark 13,crime,Vasco,2025-01-13 18:25:39,resolved,1.0,0
a341bba1-45bb-49cd-88ec-e01eab438d81,2025-09-16 01:33:24,15.350828,74.023102,Ponda - near landmark 1,other,Ponda,2025-09-16 01:57:24,resolved,19.0,1
8a73247d-0441-4c6a-a938-1597dd94b956,2025-01-30 18:23:57,15.005347,74.026463,Canacona - near landmark 145,crime,Canacona,2025-01-30 18:26:57,no_response,1.0,0
6de98b4c-e7b1-4086-b822-050b35456224,2025-03-11 22:11:26,14.981342,73.990007,Canacona - near landmark 196,accident,Canacona,2025-03-11 22:12:26,resolved,1.0,1
30a83a47-4e34-4173-90c5-6bb90c8bdc51,2025-05-22 09:59:42,15.201075,74.133713,Quepem - near landmark 187,crime,Quepem,2025-05-22 10:05:42,escalated,6.0,0
fb58d4e2-db06-474d-bd94-b94a563ae507,2025-01-21 22:59:27,15.71744,74.048596,Valpoi - near landmark 102,medical,Valpoi,2025-01-21 23:01:27,resolved,1.0,0
79ee9c83-56cd-41e7-ba06-887f637457ab,2025-01-26 21:26:41,15.198626,74.119816,Quepem - near landmark 43,accident,Quepem,2025-01-26 21:30:41,escalated,5.0,0
def432c1-62d9-4852-aed7-5e3d47bdc04a,2025-06-18 23:25:03,15.410052,73.963399,Ponda - near landmark 165,women_safety,Ponda,2025-06-18 23:28:03,resolved,4.0,0
706aee57-e932-4563-a683-f67655c4d84e,2025-04-22 22:18:06,15.206903,74.048928,Curchorem - near landmark 146,crime,Curchorem,2025-04-22 22:17:06,resolved,1.0,0
b23a23b6-ac1f-4fa8-aed3-d1ae9c9eaa94,2025-04-07 21:51:12,15.214962,74.017321,Curchorem - near landmark 169,other,Curchorem,2025-04-07 21:51:12,resolved,1.0,0
23eb3b6e-4674-49ea-828f-e8440456bb06,2025-09-15 19:36:08,15.499106,73.84152,Panaji - near landmark 63,other,Panaji,2025-09-15 20:20:08,resolved,43.0,0
0a0047d2-9afe-4596-a632-e6ca82a078b9,2025-08-09 01:01:58,15.187691,74.174867,Quepem - near landmark 103,women_safety,Quepem,2025-08-09 01:08:58,resolved,4.0,0
6f8463c0-0b71-4b5e-ae90-6f33a2b0a5fd,2025-03-27 02:36:58,15.439943,73.836724,Panaji - near landmark 107,accident,Panaji,2025-03-27 02:45:58,resolved,9.0,1
fa14c2b7-a1fb-40d0-8f8b-c767b23bf520,2025-04-10 20:09:23,15.380849,73.955355,Margao - near landmark 139,crime,Margao,2025-04-10 20:21:23,resolved,13.0,0
21813104-ee6d-4d2d-9711-2828002b2a2e,2024-11-21 19:04:58,15.424761,74.047416,Ponda - near landmark 79,women_safety,Ponda,2024-11-21 19:12:58,resolved,8.0,0
644922be-ad74-4efa-aa1e-91790e75aeba,2025-06-07 22:50:45,15.731091,73.92968,Bicholim - near landmark 77,crime,Bicholim,2025-06-07 23:00:45,resolved,12.0,0
34874df4-1d65-464e-8901-0fb924ebb7c8,2025-02-15 19:15:25,15.002876,74.033569,Canacona - near landmark 97,crime,Canacona,2025-02-15 19:18:25,resolved,1.0,0
4bfe6100-2284-4323-9620-1f5ab562e57d,2025-09-01 19:43:02,15.527041,73.873125,Mapusa - near landmark 127,women_safety,Mapusa,2025-09-01 19:49:02,resolved,5.0,0
9e2bcf9d-7118-448e-8ef9-36935b9731f8,2025-04-01 03:18:08,15.262613,73.964112,Margao - near landmark 119,medical,Margao,2025-04-01 03:28:08,resolved,7.0,0
dd369f47-c20b-4858-b77a-b9a040bbdb02,2025-04-20 01:13:03,15.172993,74.066366,Quepem - near landmark 5,medical,Quepem,2025-04-20 01:15:03,resolved,1.0,0
127e7250-21b3-4a2f-86c3-3585363771c3,2024-12-30 18:30:22,15.74173,73.989904,Valpoi - near landmark 196,crime,Valpoi,2024-12-30 18:49:22,resolved,18.0,0
4f9a82c0-8d1c-402d-9878-32eb40c0e96e,2025-04-20 16:00:13,15.34156,73.863832,Vasco - near landmark 115,accident,Vasco,2025-04-20 16:17:13,no_response,13.0,0
d8cf214a-7536-4b7d-bf5a-34c72a0d7f5d,2024-10-19 19:50:17,15.168231,74.03875,Curchorem - near landmark 96,accident,Curchorem,2024-10-19 19:51:17,resolved,1.0,0
7a96dc86-75f4-4a04-abcf-aaea6835b196,2024-11-21 13:23:03,15.22303,74.011644,Curchorem - near landmark 143,women_safety,Curchorem,,resolved,,0
20352e71-dcef-4192-95d2-0ec37b462788,2024-09-17 15:05:09,15.745464,74.030294,Valpoi - near landmark 1,accident,Valpoi,2024-09-17 15:09:09,resolved,4.0,1
08d5b4c2-6b8b-4873-86dd-86ce36ea7436,2025-09-10 05:39:14,15.691552,73.969054,Valpoi - near landmark 90,accident,Valpoi,2025-09-10 05:44:14,resolved,1.0,0
4ecf67aa-e7a0-4f94-a7e3-19a1d4762d78,2024-12-08 20:46:04,15.193561,74.065302,Curchorem - near landmark 190,accident,Curchorem,2024-12-08 21:03:04,resolved,17.0,0
32126d98-ff1c-4260-bdfa-da0cd915cd6a,2025-04-12 15:49:42,15.386899,73.994105,Ponda - near landmark 36,crime,Ponda,2025-04-12 15:56:42,resolved,8.0,0
5b59fa72-56ec-4812-816d-6aaf99da02ca,2025-06-25 19:55:58,15.410427,73.992496,Ponda - near landmark 157,medical,Ponda,2025-06-25 19:59:58,resolved,3.0,0
3d523f43-e069-4479-8d7a-774984b02233,2025-04-01 07:01:16,15.660811,73.909281,Bicholim - near landmark 163,accident,Bicholim,2025-04-01 07:15:16,resolved,11.0,0
6db24780-76c2-4ed2-9af2-8a79126c74ce,2024-12-27 17:48:44,15.243925,74.092078,Quepem - near landmark 88,women_safety,Quepem,2024-12-27 18:00:44,resolved,9.0,0
341e019d-aa30-4b26-9b30-18692491a5ac,2024-12-08 00:54:45,15.753169,73.977986,Valpoi - near landmark 166,other,Valpoi,2024-12-08 00:55:45,resolved,1.0,0
d00c13a9-69e0-4a29-92ad-b27ff1e58e4f,2025-09-10 21:49:16,15.47643,73.759818,Panaji - near landmark 106,other,Panaji,2025-09-10 21:55:16,resolved,6.0,0
76a09e38-80fc-428c-8112-9eb49b5c3d36,2025-06-14 17:30:44,14.940728,73.981391,Canacona - near landmark 138,fire,Canacona,2025-06-14 17:42:44,resolved,13.0,0
85a0b23d-83c9-4653-985e-084aea5d9e89,2024-09-29 06:12:26,15.238065,74.117726,Quepem - near landmark 97,accident,Quepem,2024-09-29 06:31:26,resolved,16.0,0
092bcd71-f690-4908-b1c3-d923c91ca8d6,2025-02-03 06:14:17,15.486341,73.859604,Panaji - near landmark 50,accident,Panaji,2025-02-03 06:23:17,resolved,6.0,0
1d1a1ffb-94ba-4af4-b07b-18beee862a2c,2024-12-12 06:28:43,15.37096,74.06224,Ponda - near landmark 50,accident,Ponda,2024-12-12 06:32:43,no_response,1.0,0
31b6cc78-683c-40b5-bca9-79aaa3090746,2024-10-22 04:18:15,15.441629,74.024282,Ponda - near landmark 60,crime,Ponda,2024-10-22 04:20:15,resolved,1.0,0
f7a900f5-df9e-45f3-b256-03355f03dce5,2025-02-05 21:09:11,15.701795,74.042377,Valpoi - near landmark 164,women_safety,Valpoi,2025-02-05 21:11:11,pending,1.0,0
6bc9744a-4464-4d9f-b9d5-50ade4e408ac,2025-08-21 22:57:45,15.210224,74.11906,Quepem - near landmark 169,accident,Quepem,2025-08-21 23:13:45,escalated,15.0,0
fba03b78-f8ea-45f1-97b7-a02ff8632fc9,2025-06-05 06:53:08,15.684549,74.05843,Valpoi - near landmark 191,accident,Valpoi,2025-06-05 07:04:08,resolved,11.0,0
5e959a39-4496-41f7-a9ec-5ca66e52d38f,2024-10-12 22:03:33,15.603188,73.783179,Mapusa - near landmark 50,women_safety,Mapusa,2024-10-12 22:06:33,resolved,1.0,0
c56a034e-24fc-40d6-83f4-90c3ac5e6696,2024-09-26 05:13:34,15.241065,74.065337,Curchorem - near landmark 1,women_safety,Curchorem,2024-09-26 05:41:34,resolved,23.0,0
b6d8085a-88e0-40b1-9cd4-dbe0ed6ed703,2025-05-24 03:59:39,15.490933,73.781467,Panaji - near landmark 111,fire,Panaji,2025-05-24 04:13:39,resolved,11.0,0
6cb881e2-facc-43c7-b477-4af6dda73b09,2025-08-11 03:35:21,15.424195,73.962097,Ponda - near landmark 127,accident,Ponda,2025-08-11 03:41:21,resolved,1.0,0
8dd3aed2-820d-46e4-85d2-b508ab791844,2025-07-09 23:21:02,15.604198,73.853362,Mapusa - near landmark 137,crime,Mapusa,2025-07-09 23:42:02,resolved,17.0,0
965448cc-27bb-4a35-89fc-45136736687a,2025-03-10 21:26:52,15.584269,73.848906,Mapusa - near landmark 189,women_safety,Mapusa,2025-03-10 21:35:52,resolved,11.0,1
e840abed-9fa6-4892-9636-f8d101517f2d,2025-06-12 00:49:03,15.263524,74.026259,Margao - near landmark 43,crime,Margao,2025-06-12 01:32:03,pending,42.0,0
c17bcc38-d3f7-47e9-bdc5-bb5958c10735,2025-01-23 23:21:05,15.314756,73.988634,Margao - near landmark 7,crime,Margao,2025-01-23 23:47:05,resolved,22.0,0
0dc1e3a0-a846-45b1-a56c-0d68b3764f4c,2025-05-05 08:32:33,15.679271,73.936623,Bicholim - near landmark 28,other,Bicholim,2025-05-05 08:43:33,resolved,10.0,0
fbe7444b-98a6-4650-b7a6-917dc9f1f709,2025-03-20 20:48:31,15.479552,73.841209,Panaji - near landmark 19,crime,Panaji,2025-03-20 20:52:31,resolved,3.0,0
58df51cd-840a-431a-936e-7f351468986c,2025-05-15 20:32:03,15.337499,73.981793,Margao - near landmark 22,other,Margao,2025-05-15 20:58:03,resolved,27.0,0
b41b8a6c-f8c7-4307-a09d-e9b64c64dbb0,2024-10-10 19:23:55,15.019071,74.086741,Canacona - near landmark 33,accident,Canacona,2024-10-10 19:33:55,resolved,11.0,1
3a5cb197-805b-433b-ac2c-70b4f9b24299,2025-07-25 20:32:43,15.379987,74.013328,Ponda - near landmark 17,crime,Ponda,2025-07-25 20:50:43,escalated,14.0,0
88ffa166-fa9d-4316-a903-e2925ecd5243,2024-10-26 18:51:26,15.224012,73.998051,Curchorem - near landmark 103,women_safety,Curchorem,2024-10-26 19:05:26,escalated,10.0,1
33f35ac3-8825-425f-b806-d17760393548,2025-07-06 06:33:43,15.767579,73.986478,Valpoi - near landmark 117,crime,Valpoi,2025-07-06 06:32:43,resolved,1.0,0
40cdd74a-0ec5-460d-91b9-726f19058181,2025-02-13 08:08:58,15.017,73.998738,Canacona - near landmark 87,fire,Canacona,2025-02-13 08:09:58,resolved,2.0,0
f77484f0-04de-4051-a6da-aa6365c21c67,2025-06-06 16:26:43,15.181265,74.069031,Quepem - near landmark 28,accident,Quepem,2025-06-06 16:43:43,resolved,16.0,0
3e62cba4-8136-4978-86ae-9053d60bc64b,2024-10-27 23:53:33,15.282239,73.97747,Margao - near landmark 147,women_safety,Margao,2024-10-27 23:55:33,resolved,1.0,1
b65cff8f-a798-4ee0-ac10-00e90f21c208,2025-04-02 21:01:43,15.18648,74.145518,Quepem - near landmark 48,other,Quepem,2025-04-02 21:16:43,resolved,10.0,0
f20eaf3d-6bfa-41ba-80bd-a777092666db,2024-12-20 18:06:03,15.540668,73.818267,Panaji - near landmark 132,accident,Panaji,2024-12-20 18:18:03,resolved,8.0,0
42844a34-1dd7-479d-b437-77da021ae0c8,2025-05-28 08:05:10,15.344933,73.994487,Ponda - near landmark 38,accident,Ponda,2025-05-28 08:07:10,resolved,2.0,0
b1fc4e5f-f27e-49c5-be72-57e698666e4b,2025-03-18 20:02:03,15.388531,73.969295,Ponda - near landmark 133,accident,Ponda,2025-03-18 20:08:03,resolved,8.0,0
a35e06bd-ed3e-408f-9d9d-df53ffceb713,2025-06-07 19:58:23,15.226007,74.052519,Curchorem - near landmark 109,medical,Curchorem,2025-06-07 20:00:23,resolved,4.0,0
a6c39afa-dbce-4ff4-ab0c-90f57f685651,2025-01-28 19:21:14,15.661694,73.855887,Mapusa - near landmark 49,medical,Mapusa,2025-01-28 19:27:14,resolved,3.0,0
33808931-89d3-402a-84d4-8f1cc31d459c,2025-06-03 14:39:47,15.15055,74.090769,Quepem - near landmark 149,medical,Quepem,2025-06-03 14:52:47,resolved,10.0,0
67d80cc1-143f-4f94-9ed7-9302c9b8256b,2025-04-25 02:09:40,15.744705,74.033236,Valpoi - near landmark 42,other,Valpoi,2025-04-25 02:46:40,resolved,34.0,0
a843e130-2b88-4296-99e0-bf5c02422345,2024-10-27 23:00:31,15.57016,73.845743,Panaji - near landmark 164,medical,Panaji,2024-10-27 23:17:31,resolved,19.0,1
4bb9fba3-3e93-4874-ab1a-3663e756aba0,2024-12-15 16:03:53,15.618204,73.858002,Mapusa - near landmark 190,medical,Mapusa,2024-12-15 16:10:53,resolved,4.0,0
a1d4dfcd-5f39-4627-92bc-815bdc3253b3,2025-02-10 19:30:27,15.516916,73.812879,Panaji - near landmark 92,crime,Panaji,2025-02-10 19:35:27,resolved,6.0,1
995a2548-5dc6-4b89-9de3-eba1cffbe563,2024-10-31 21:23:51,15.616136,73.858149,Mapusa - near landmark 12,accident,Mapusa,2024-10-31 21:37:51,resolved,11.0,0
